PREFIJO;LOCALIDAD;PROVINCIA
358;LA AGUADA;CORDOBA
358;LA BARRANQUITA;CORDOBA
358;LA CALERA CALAMUCHITA;CORDOBA
358;LA CAROLINA;CORDOBA
358;LA ESQUINA;CORDOBA
358;LA GILDA;CORDOBA
358;LAS ACEQUIAS;CORDOBA
358;LAS ALBAHACAS;CORDOBA
358;LAS CAÑITAS;CORDOBA
358;LAS HIGUERAS;CORDOBA
358;LAS QUINTAS;CORDOBA
358;LAS VERTIENTES;CORDOBA
358;LOS MOLLES;CORDOBA
358;OLAETA;CORDOBA
358;PASO DEL DURAZNO;CORDOBA
358;RIO CUARTO;CORDOBA
358;RIO DE LOS SAUCES;CORDOBA
358;RODEO VIEJO;CORDOBA
358;SAN AMBROSIO;CORDOBA
358;VILLA REDUCCION;CORDOBA
3582;ACHIRAS;CORDOBA
3582;BULNES;CORDOBA
3582;CORONEL MOLDES;CORDOBA
3582;CHAJAN;CORDOBA
3582;CHAÑARITOS;CORDOBA
3582;FRAGUEYRO;CORDOBA
3582;LOS JAGUELES;CORDOBA
3582;MALENA;CORDOBA
3582;SAMPACHO;CORDOBA
3582;SUCO;CORDOBA
3583;DEL CAMPILLO;CORDOBA
3583;GENERAL SOLER;CORDOBA
3583;LA CAUTIVA;CORDOBA
3583;LA LEGUA;CORDOBA
3583;MATTALDI;CORDOBA
3583;NICOLAS BRUZONE;CORDOBA
3583;TOSQUITA;CORDOBA
3583;VICUÑA MACKENNA;CORDOBA
3583;VILLA SARMIENTO;CORDOBA
3583;VILLA VALERIA;CORDOBA
3583;WASHINGTON;CORDOBA
3584;EL RASTREADOR;CORDOBA
3584;HUANCHILLA;CORDOBA
3584;LA CARLOTA;CORDOBA
3584;LOS CISNES;CORDOBA
3584;SANTA EUFEMIA;CORDOBA
3585;ADELIA MARIA;CORDOBA
3585;LA BRIANZA;CORDOBA
3585;MONTE DE LOS GAUCHOS;CORDOBA
3585;PUNTA DEL AGUA;CORDOBA
3585;SAN BASILIO;CORDOBA
362;BARRIO LOS PESCADORES;CHACO
362;BASAIL;CHACO
362;COLONIA BENITEZ;CHACO
362;COLONIA POPULAR;CHACO
362;GENERAL VEDIA;CHACO
362;ISLA DEL CERRITO;CHACO
362;LA ESCONDIDA;CHACO
362;LA LEONESA;CHACO
362;LA VERDE;CHACO
362;LAGUNA BLANCA;CHACO
362;LAPACHITO;CHACO
362;MAKALLE;CHACO
362;MARGARITA BELEN;CHACO
362;PUERTO BASTIANI;CHACO
362;PUERTO BERMEJO;CHACO
362;PUERTO TIROL;CHACO
362;RESISTENCIA;CHACO
364;AVIA TERAI;CHACO
364;CAMPO LARGO;CHACO
364;COLONIA ABORIGEN CHACO;CHACO
364;CONCEPCION DEL BERMEJO;CHACO
364;EL PALMAR;CHACO
364;JUAN JOSE CASTELLI;CHACO
364;LA TIGRA;CHACO
364;LOS FRENTONES;CHACO
364;NAPENAY;CHACO
364;PAMPA DEL INFIERNO;CHACO
364;PRESIDENCIA ROQUE SAENZ PEÑA;CHACO
364;QUITILIPI;CHACO
364;TRES ISLETAS;CHACO
364;VILLA RIO BERMEJITO;CHACO
370;COLONIA PASTORIL;FORMOSA
370;COLONIA VILLAFAÑE;FORMOSA
370;EL COLORADO;FORMOSA
370;FORMOSA;FORMOSA
370;GENERAL LUCIO V. MANSILLA;FORMOSA
370;GRAN GUARDIA;FORMOSA
370;HERRADURA;FORMOSA
370;MOJON DE FIERRO;FORMOSA
370;PALO SANTO;FORMOSA
370;PIRANE;FORMOSA
370;SAN FRANCISCO DE LAISHI;FORMOSA
370;SAN HILARIO;FORMOSA
370;VILLA DOS TRECE;FORMOSA
3711;COMANDANTE FRIAS;CHACO
3711;GENERAL MOSCONI;FORMOSA
3711;INGENIERO GUILLERMO N. JUAREZ;FORMOSA
3711;LOS CHIRIGÜANOS;FORMOSA
3711;MARIA CRISTINA;FORMOSA
3715;LAGUNA YEMA;FORMOSA
3715;LAS LOMITAS;FORMOSA
3715;NUEVA POMPEYA;CHACO
3715;POZO DEL TIGRE;FORMOSA
3715;SAUZALITO;CHACO
3716;COMANDANTE FONTANA;FORMOSA
3716;ESTANISLAO DEL CAMPO;FORMOSA
3716;GENERAL MANUEL BELGRANO;FORMOSA
3716;IBARRETA;FORMOSA
3716;SAN MARTIN;FORMOSA
3716;VILLA GENERAL GÜEMES;FORMOSA
3718;CLORINDA;FORMOSA
3718;COLONIA BUENA VISTA;FORMOSA
3718;EL ESPINILLO;FORMOSA
3718;LAGUNA BLANCA;FORMOSA
3718;LAGUNA GALLO;FORMOSA
3718;LAGUNA NAICK NECK;FORMOSA
3718;MISION TACAAGLE;FORMOSA
3718;PALMA SOLA;FORMOSA
3718;RIACHO HE-HE;FORMOSA
3718;SIETE PALMAS;FORMOSA
3718;TRES LAGUNAS;FORMOSA
3721;COTE LAI;CHACO
3721;CHARADAI;CHACO
3721;LA SABANA;CHACO
3725;CAPITAN SOLARI;CHACO
3725;COLONIA LAS GARCITAS;CHACO
3725;COLONIAS UNIDAS;CHACO
3725;GENERAL JOSE DE SAN MARTIN;CHACO
3725;LAGUNA LIMPIA;CHACO
3725;LAS GARCITAS;CHACO
3725;PAMPA ALMIRON;CHACO
3725;PAMPA DEL INDIO;CHACO
3725;PRESIDENCIA ROCA;CHACO
3725;SELVAS DEL RIO DE ORO;CHACO
3731;CORZUELA;CHACO
3731;CHARATA;CHACO
3731;GANCEDO;CHACO
3731;GENERAL PINEDO;CHACO
3731;LAS BREÑAS;CHACO
3734;COLONIA ELISA;CHACO
3734;EL CURUNDU;CHACO
3734;ING. BARBET;CHACO
3734;MACHAGAI;CHACO
3734;PRESIDENCIA DE LA PLAZA;CHACO
3735;COLONIA D. MATHEU;CHACO
3735;CORONEL DU GRATY;CHACO
3735;ENRIQUE URIEN;CHACO
3735;HERMOSO CAMPO;CHACO
3735;LA CLOTILDE;CHACO
3735;PUEBLO CLODOMIRO DIAZ;CHACO
3735;SAMUHU;CHACO
3735;SAN BERNARDO;CHACO
3735;SANTA SYLVINA;CHACO
3735;VILLA ANGELA;CHACO
3735;VILLA BERTHET;CHACO
3741;BERNARDO DE IRIGOYEN;MISIONES
3741;SAN ANTONIO;MISIONES
3743;CAPIOVI;MISIONES
3743;GARUHAPE;MISIONES
3743;JARDIN AMERICA;MISIONES
3743;OASIS;MISIONES
3743;PUERTO LEONI;MISIONES
3743;PUERTO RICO;MISIONES
3743;RUIZ DE MONTOYA;MISIONES
3751;9 DE JULIO;MISIONES
3751;CARAGUATAY;MISIONES
3751;COLONIA VICTORIA;MISIONES
3751;EL ALCAZAR;MISIONES
3751;ELDORADO;MISIONES
3751;MARIA MAGDALENA;MISIONES
3751;MONTECARLO;MISIONES
3751;PUERTO PIRAY;MISIONES
3751;SAN PEDRO;MISIONES
3751;TARUMA;MISIONES
3751;VILLA ROULET;MISIONES
3754;ALMAFUERTE;MISIONES
3754;DOS ARROYOS;MISIONES
3754;GOBERNADOR LOPEZ;MISIONES
3754;ITACARUARE;MISIONES
3754;LEANDRO N. ALEM;MISIONES
3754;MOJON GRANDE;MISIONES
3754;PANAMBI KM 15;MISIONES
3754;PANAMBI KM8;MISIONES
3754;SAN JAVIER;MISIONES
3755;2 DE MAYO;MISIONES
3755;25 DE MAYO;MISIONES
3755;ALBA POSSE;MISIONES
3755;ARISTOBULO DEL VALLE;MISIONES
3755;CAMPO GRANDE;MISIONES
3755;CAMPO RAMON;MISIONES
3755;CAMPO VIERA;MISIONES
3755;COLONIA ALBERDI;MISIONES
3755;COLONIA AURORA;MISIONES
3755;EL SOBERBIO;MISIONES
3755;OBERA;MISIONES
3755;PUEBLO GUARANI;MISIONES
3755;SALTO DEL MOCONA;MISIONES
3755;SAN MARTIN;MISIONES
3755;SAN VICENTE;MISIONES
3755;SANTA RITA;MISIONES
3755;VILLA BONITA;MISIONES
3755;VILLA SALTO ENCANTADO;MISIONES
3756;GALARZA;CORRIENTES
3756;GOBERNADOR VIRASORO;CORRIENTES
3756;GOMEZ CUE;CORRIENTES
3756;HORMIGUERO;CORRIENTES
3756;SANTO TOME;CORRIENTES
3757;ANDRESITO;MISIONES
3757;GOBERNADOR J. J. LANUSSE;MISIONES
3757;PUERTO ESPERANZA;MISIONES
3757;PUERTO IGUAZU;MISIONES
3757;PUERTO LIBERTAD;MISIONES
3757;WANDA;MISIONES
3758;APOSTOLES;MISIONES
3758;AZARA;MISIONES
3758;CENTINELA;MISIONES
3758;CONCEPCION DE LA SIERRA;MISIONES
3758;GARABI;MISIONES
3758;GARRUCHOS;MISIONES
3758;PLAYADITO;MISIONES
3758;SAN CARLOS;MISIONES
3758;SAN JOSE;MISIONES
376;BONPLAND;MISIONES
376;CANDELARIA;MISIONES
376;CERRO AZUL;MISIONES
376;CERRO CORA;MISIONES
376;CORPUS;MISIONES
376;GARUPA;MISIONES
376;GOBERNADOR ROCA;MISIONES
376;HIPOLITO YRIGOYEN;MISIONES
376;POSADAS;MISIONES
376;SAN IGNACIO;MISIONES
376;SANTA ANA;MISIONES
376;SANTO PIPO;MISIONES
3772;ALVEAR;CORRIENTES
3772;GUAVIRAVI;CORRIENTES
3772;LA CRUZ;CORRIENTES
3772;PANCHO CUE;CORRIENTES
3772;PARAJE ESTINGANA;CORRIENTES
3772;PASO DE LOS LIBRES;CORRIENTES
3772;TAPEBICUA;CORRIENTES
3772;YAPEYU;CORRIENTES
3772;YURUCUA;CORRIENTES
3773;AGUAY;CORRIENTES
3773;CAPITA MINI;CORRIENTES
3773;COLONIA CARLOS PELLEGRINI;CORRIENTES
3773;CHAVARRIA;CORRIENTES
3773;FELIPE YOFRE;CORRIENTES
3773;MERCEDES;CORRIENTES
3773;PASO BUENA VISTA;CORRIENTES
3773;PERUGORRIA;CORRIENTES
3773;SOLARI;CORRIENTES
3774;BAIBIENE;CORRIENTES
3774;CURUZU CUATIA;CORRIENTES
3774;CHAÑAR;CORRIENTES
3774;SAUCE;CORRIENTES
3775;BOMPLAND;CORRIENTES
3775;COLONIA LIBERTAD;CORRIENTES
3775;JUAN PUJOL;CORRIENTES
3775;MOCORETA;CORRIENTES
3775;MONTE CASEROS;CORRIENTES
3775;SAN ANTONIO;CORRIENTES
3777;9 DE JULIO;CORRIENTES
3777;BELLA VISTA;CORRIENTES
3777;CAFARREÑO;CORRIENTES
3777;COLONIA CAROLINA;CORRIENTES
3777;COLONIA CECILIO ECHAVARRIA;CORRIENTES
3777;COLONIA PORVENIR;CORRIENTES
3777;COLONIA PROGRESO;CORRIENTES
3777;COLONIA TRES DE ABRIL;CORRIENTES
3777;DESMOCHADO;CORRIENTES
3777;ESQUINA;CORRIENTES
3777;GOBERNADOR MARTINEZ;CORRIENTES
3777;GOYA;CORRIENTES
3777;GUAYQUIRARO;CORRIENTES
3777;IFRAN;CORRIENTES
3777;LAVALLE;CORRIENTES
3777;MALVINAS;CORRIENTES
3777;MANUEL F MANTILLA;CORRIENTES
3777;PAGO REDONDO;CORRIENTES
3777;PARAJE MARUCHAS;CORRIENTES
3777;PARAJE SAN ISIDRO;CORRIENTES
3777;PARAJE SANTILLAN;CORRIENTES
3777;PUEBLO LIBERTADOR;CORRIENTES
3777;SAN ROQUE;CORRIENTES
3777;SANTA LUCIA;CORRIENTES
3777;YATAITY CALLE;CORRIENTES
3781;BERON DE ASTRADA;CORRIENTES
3781;CAA CATI;CORRIENTES
3781;COLONIA MADARIAGA;CORRIENTES
3781;ITA IBATE;CORRIENTES
3781;LORETO;CORRIENTES
3781;PASO FLORENTIN;CORRIENTES
3781;SAN MIGUEL;CORRIENTES
3782;ANGUA;CORRIENTES
3782;COLONIA PANDO;CORRIENTES
3782;COLONIA SARGENTO CABRAL;CORRIENTES
3782;COLONIA TATACUA;CORRIENTES
3782;CONCEPCION;CORRIENTES
3782;MANANTIALES;CORRIENTES
3782;MBURUCUYA;CORRIENTES
3782;PASO ALEGRE;CORRIENTES
3782;SALADAS;CORRIENTES
3782;SAN LORENZO;CORRIENTES
3782;SANTA ROSA;CORRIENTES
3786;APIPE GRANDE;CORRIENTES
3786;COLONIA SAN ANTONIO;CORRIENTES
3786;ITUZAINGO;CORRIENTES
3786;VILLA OLIVARI;CORRIENTES
379;CORRIENTES;CORRIENTES
379;EL SOMBRERO;CORRIENTES
379;EMPEDRADO;CORRIENTES
379;HERLITZKA;CORRIENTES
379;ITATI;CORRIENTES
379;LAGUNA BRAVA;CORRIENTES
379;MANUEL DERQUI;CORRIENTES
379;PASO DE LA PATRIA;CORRIENTES
379;RIACHUELO;CORRIENTES
379;SAN COSME;CORRIENTES
379;SAN LUIS DEL PALMAR;SAN LUIS
379;SANTA ANA;CORRIENTES
380;AMANA;LA RIOJA
380;EL CANTADERO;LA RIOJA
380;EL HUACO;LA RIOJA
380;LA RIOJA;LA RIOJA
380;PATQUIA;LA RIOJA
380;VILLA SANAGASTA;LA RIOJA
381;BARRIO 12 DE JUNIO;TUCUMAN
381;BARRIO CASA ROSADA;TUCUMAN
381;BELLA VISTA;TUCUMAN
381;COLOMBRES;TUCUMAN
381;COLONIA LOTE 11;TUCUMAN
381;DELFIN GALLO;TUCUMAN
381;EL BRACHO;TUCUMAN
381;EL CADILLAL;TUCUMAN
381;EL CHAÑAR;TUCUMAN
381;INGENIO LA TRINIDAD;TUCUMAN
381;LA FLORIDA;TUCUMAN
381;LA RAMADA;TUCUMAN
381;LA REDUCCION;TUCUMAN
381;LAS BOLSAS;TUCUMAN
381;LOS GUTIERREZ;TUCUMAN
381;LOS NOGALES;TUCUMAN
381;LULES;TUCUMAN
381;MANUEL GARCIA FERNANDEZ;TUCUMAN
381;PACARA;TUCUMAN
381;RACO;TUCUMAN
381;SAN ANDRES;TUCUMAN
381;SAN JAVIER;TUCUMAN
381;SAN MIGUEL DE TUCUMAN;TUCUMAN
381;SAN PABLO;TUCUMAN
381;SIAMBON;TUCUMAN
381;TAFI VIEJO;TUCUMAN
381;VILLA CARMELA;TUCUMAN
381;VILLA NOUGUES;TUCUMAN
3821;CHEPES;LA RIOJA
3821;DESIDERIO TELO;LA RIOJA
3821;SAN ANTONIO;LA RIOJA
3821;ULAPES;LA RIOJA
3821;VILLA CASANA;LA RIOJA
3825;ALTO JAGUE;LA RIOJA
3825;ANGUINAN;LA RIOJA
3825;ANGULOS;LA RIOJA
3825;ANTINACO;LA RIOJA
3825;CAMPANAS;LA RIOJA
3825;CARRIZAL OESTE;LA RIOJA
3825;CHAÑARMUYO;LA RIOJA
3825;CHILECITO;LA RIOJA
3825;EL POTRERILLO;LA RIOJA
3825;FAMATINA;LA RIOJA
3825;GUANCHIN;LA RIOJA
3825;GUANDACOL SUR;LA RIOJA
3825;LA CUADRA;LA RIOJA
3825;LA PUNTILLA;LA RIOJA
3825;LOS PALACIOS;LA RIOJA
3825;MALLIGASTA;LA RIOJA
3825;MIRANDA;LA RIOJA
3825;NONOGASTA;LA RIOJA
3825;PAGANCILLO;LA RIOJA
3825;PITUIL;LA RIOJA
3825;POTRERO GRANDE;LA RIOJA
3825;SAN MIGUEL;LA RIOJA
3825;SANTA CRUZ;LA RIOJA
3825;SANTO DOMINGO;LA RIOJA
3825;SAÑOGASTA;LA RIOJA
3825;VICHIGASTA;LA RIOJA
3825;VILLA CASTELLI;LA RIOJA
3825;VILLA UNION;LA RIOJA
3825;VINCHINA;LA RIOJA
3826;CHAMICAL;LA RIOJA
3826;CHAÑAR;LA RIOJA
3826;EL PORTEZUELO;LA RIOJA
3826;LOMA BLANCA;LA RIOJA
3826;MALANZAN;LA RIOJA
3826;MILAGRO;LA RIOJA
3826;NACATE;LA RIOJA
3826;OLTA;LA RIOJA
3826;PUNTA DE LOS LLANOS;LA RIOJA
3826;SANTA RITA DE CATUNA;LA RIOJA
3826;SOLCA;LA RIOJA
3826;TAMA;LA RIOJA
3827;AIMOGASTA;LA RIOJA
3827;AMINGA;LA RIOJA
3827;ANILLACO;LA RIOJA
3827;ASPASINCHE;LA RIOJA
3827;BAÑADO DE LOS PANTANOS;LA RIOJA
3827;CUIPAN;LA RIOJA
3827;CHUQUIS;LA RIOJA
3827;ESTACION MAZAN;LA RIOJA
3827;LOS MOLINOS;LA RIOJA
3827;LOS ROBLES;LA RIOJA
3827;PINCHAS;LA RIOJA
3827;SALICAS;LA RIOJA
3827;SAN PEDRO;LA RIOJA
3827;SCHAQUI;LA RIOJA
3827;SURIYACO;LA RIOJA
3827;VILLA MAZAN;LA RIOJA
383;ALIJILAN;CATAMARCA
383;AMADORES;CATAMARCA
383;BALCOZNA;CATAMARCA
383;BAÑADO DE OVANTA;CATAMARCA
383;CAPAYAN;CATAMARCA
383;SAN FDO DEL VALLE DE CATAMARCA;CATAMARCA
383;COLONIA DEL VALLE;CATAMARCA
383;COLONIA NUEVA CONETA;CATAMARCA
383;COLPES;CATAMARCA
383;COLLAGASTA;CATAMARCA
383;CONCEPCION OESTE;CATAMARCA
383;CONETA;CATAMARCA
383;CHUMBICHA;CATAMARCA
383;EL ALTO;CATAMARCA
383;EL PANTANILLO;CATAMARCA
383;EL PORTEZUELO;CATAMARCA
383;EL RODEO;CATAMARCA
383;GUAYAMBA;CATAMARCA
383;HUAYCAMA;CATAMARCA
383;HUILLAPIMA;CATAMARCA
383;INFANZON;CATAMARCA
383;LA BAJADA;CATAMARCA
383;LA CARRERA;CATAMARCA
383;LA HIGUERA;CATAMARCA
383;LA MERCED;CATAMARCA
383;LA PUERTA;CATAMARCA
383;LAS JUNTAS;CATAMARCA
383;LAS LAJAS;CATAMARCA
383;LAS PIRQUITAS;CATAMARCA
383;LAS TEJAS DE ABAJO;CATAMARCA
383;LOS ALTOS;CATAMARCA
383;LOS ANGELES;CATAMARCA
383;LOS CASTILLOS;CATAMARCA
383;LOS TALAS;CATAMARCA
383;MANANTIALES;CATAMARCA
383;MIRAFLORES;CATAMARCA
383;MONTE POTRERO;CATAMARCA
383;NUEVA CONETA;CATAMARCA
383;PALO LABRADO;CATAMARCA
383;POMANCILLO;CATAMARCA
383;SAN ANTONIO PACLIN;CATAMARCA
383;SAN JOSE;CATAMARCA
383;SAN PABLO;CATAMARCA
383;SAN PEDRO;CATAMARCA
383;SAN PEDRO DE CAPAYAN;CATAMARCA
383;VILLISMAN;CATAMARCA
3832;ANCASTI;CATAMARCA
3832;ANQUINCILLA;CATAMARCA
3832;BALDE DE LA PUNTA;CATAMARCA
3832;CANDELARIA;CATAMARCA
3832;CASA DE PIEDRA;CATAMARCA
3832;EL AYBAL;CATAMARCA
3832;EL DIVISADERO;CATAMARCA
3832;ESQUIU;CATAMARCA
3832;ICAÑO;CATAMARCA
3832;LA DORADA;CATAMARCA
3832;LA GUARDIA;CATAMARCA
3832;LA MAJADA;CATAMARCA
3832;LAS ESQUINAS;CATAMARCA
3832;QUIROS;CATAMARCA
3832;RECREO;CATAMARCA
3832;SAN ANTONIO;CATAMARCA
3832;SAN ANTONIO DE LA PAZ;CATAMARCA
3832;SAN ANTONIO SUR;CATAMARCA
3832;SAN MARTIN;CATAMARCA
3835;AMANAO;CATAMARCA
3835;ANDALGALA;CATAMARCA
3835;ANTOFAGASTA DE LA SIERRA;CATAMARCA
3835;BAJO LA ALUMBRERA;CATAMARCA
3835;BARRANCA LARGA;CATAMARCA
3835;BELEN;CATAMARCA
3835;BUENA VISTA;CATAMARCA
3835;COLANA;CATAMARCA
3835;COLPES;CATAMARCA
3835;CORRAL QUEMADO;CATAMARCA
3835;CHAQUIAGO;CATAMARCA
3835;CHOYA;CATAMARCA
3835;EL ALAMITO;CATAMARCA
3835;EL BOLSON;CATAMARCA
3835;EL LINDERO;CATAMARCA
3835;EL PAJONAL;CATAMARCA
3835;EL PEÑON;CATAMARCA
3835;EL POTRERO;CATAMARCA
3835;HUALFIN;CATAMARCA
3835;JACIPUNCO;CATAMARCA
3835;JOYANGO;CATAMARCA
3835;LA AGUADA;CATAMARCA
3835;LAS CHACRITAS;CATAMARCA
3835;LONDRES;CATAMARCA
3835;LOS NACIMIENTOS;CATAMARCA
3835;LOS VARELA;CATAMARCA
3835;MINA FARALLON NEGRO;CATAMARCA
3835;MINERA DEL ALTIPLANO;CATAMARCA
3835;MUTQUIN;CATAMARCA
3835;POMAN;CATAMARCA
3835;PUERTA DEL CORRAL QUEMADO;CATAMARCA
3835;RINCON;CATAMARCA
3835;ROSARIO DE COLANA;CATAMARCA
3835;SAN FERNANDO;CATAMARCA
3835;SAN MIGUEL;CATAMARCA
3835;SAUJIL;CATAMARCA
3835;SIJAN;CATAMARCA
3835;SINGUIL;CATAMARCA
3835;TATON;CATAMARCA
3835;VILLA VILL;CATAMARCA
3837;COPACABANA;CATAMARCA
3837;EL DURAZNO OESTE;CATAMARCA
3837;EL PUEBLITO;CATAMARCA
3837;FIAMBALA;CATAMARCA
3837;LA GRUTA;CATAMARCA
3837;LAS CORTADERAS;CATAMARCA
3837;MEDANITOS;CATAMARCA
3837;PALO BLANCO;CATAMARCA
3837;PUNTA DEL AGUA;CATAMARCA
3837;SAUJIL;CATAMARCA
3837;TINOGASTA;CATAMARCA
3838;EL CAJON;CATAMARCA
3838;LA HOYADA;CATAMARCA
3838;SAN JOSE NORTE;CATAMARCA
3838;SANTA MARIA;CATAMARCA
3841;MONTE QUEMADO;SANTIAGO DEL ESTERO
3841;PAMPA DE LOS GUANACOS;SANTIAGO DEL ESTERO
3841;SACHAYOJ;SANTIAGO DEL ESTERO
3843;QUIMILI;SANTIAGO DEL ESTERO
3844;AÑATUYA;SANTIAGO DEL ESTERO
3844;COLONIA DORA;SANTIAGO DEL ESTERO
3844;HERRERA;SANTIAGO DEL ESTERO
3844;ICAÑO;SANTIAGO DEL ESTERO
3844;LUGONES;SANTIAGO DEL ESTERO
3844;MAILIN;SANTIAGO DEL ESTERO
3844;REAL SAYANA;SANTIAGO DEL ESTERO
3844;TACAÑITAS;SANTIAGO DEL ESTERO
3845;BREA POZO;SANTIAGO DEL ESTERO
3845;ESTACION ATAMISQUI;SANTIAGO DEL ESTERO
3845;MEDELLIN;SANTIAGO DEL ESTERO
3845;NUEVA FRANCIA;SANTIAGO DEL ESTERO
3845;VILLA ATAMISQUI;SANTIAGO DEL ESTERO
3845;VILLA NUEVA;SANTIAGO DEL ESTERO
3845;VILLA SAN MARTIN;SANTIAGO DEL ESTERO
3846;CAMPO GALLO;SANTIAGO DEL ESTERO
3846;TINTINA;SANTIAGO DEL ESTERO
385;ANTAJE;SANTIAGO DEL ESTERO
385;ARRAGA;SANTIAGO DEL ESTERO
385;BELTRAN;SANTIAGO DEL ESTERO
385;CAÑADA ESCOBAR;SANTIAGO DEL ESTERO
385;CLODOMIRA;SANTIAGO DEL ESTERO
385;CHAUCHILLAS;SANTIAGO DEL ESTERO
385;EL ZANJON;SANTIAGO DEL ESTERO
385;FERNANDEZ;SANTIAGO DEL ESTERO
385;FORRES;SANTIAGO DEL ESTERO
385;LA AURORA;SANTIAGO DEL ESTERO
385;LOS NUÑEZ;SANTIAGO DEL ESTERO
385;LOS QUIROGA;SANTIAGO DEL ESTERO
385;LOS SORIA;SANTIAGO DEL ESTERO
385;MACO;SANTIAGO DEL ESTERO
385;MAQUITO;SANTIAGO DEL ESTERO
385;SANTA MARIA;SANTIAGO DEL ESTERO
385;SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO
385;SIMBOL;SANTIAGO DEL ESTERO
385;SIMBOLAR;SANTIAGO DEL ESTERO
385;TRAMO 16;SANTIAGO DEL ESTERO
385;TRAMO 20;SANTIAGO DEL ESTERO
385;VILMER;SANTIAGO DEL ESTERO
385;VUELTA DE LA BARRANCA;SANTIAGO DEL ESTERO
385;YANDA;SANTIAGO DEL ESTERO
3854;ANCAJAN;SANTIAGO DEL ESTERO
3854;CHOYA;SANTIAGO DEL ESTERO
3854;FRIAS;SANTIAGO DEL ESTERO
3854;GENERAL LAVALLE;SANTIAGO DEL ESTERO
3854;LAS PALOMITAS;SANTIAGO DEL ESTERO
3854;SAN PEDRO;SANTIAGO DEL ESTERO
3854;TAPSO;CATAMARCA
3855;BANDERA BAJADA;SANTIAGO DEL ESTERO
3855;CASPI CORRAL;SANTIAGO DEL ESTERO
3855;COLONIA EL SIMBOLAR;SANTIAGO DEL ESTERO
3855;GARZA;SANTIAGO DEL ESTERO
3855;KILOMETRO 30;SANTIAGO DEL ESTERO
3855;MATARA;SANTIAGO DEL ESTERO
3855;MINERVA;SANTIAGO DEL ESTERO
3855;SUNCHO CORRAL;SANTIAGO DEL ESTERO
3856;LOS TELARES;SANTIAGO DEL ESTERO
3856;OJO DE AGUA;SANTIAGO DEL ESTERO
3856;SALAVINA;SANTIAGO DEL ESTERO
3856;SUMAMPA;SANTIAGO DEL ESTERO
3857;BANDERA;SANTIAGO DEL ESTERO
3857;COLONIA ALPINA;SANTIAGO DEL ESTERO
3857;GUARDIA ESCOLTA;SANTIAGO DEL ESTERO
3857;LOS JURIES;SANTIAGO DEL ESTERO
3857;MALBRAN;SANTIAGO DEL ESTERO
3857;PALO NEGRO;SANTIAGO DEL ESTERO
3857;PINTO;SANTIAGO DEL ESTERO
3857;SELVA;SANTIAGO DEL ESTERO
3858;COLONIA TINCO;SANTIAGO DEL ESTERO
3858;EL CHARCO;SANTIAGO DEL ESTERO
3858;LA DONOSA;SANTIAGO DEL ESTERO
3858;MANSUPA;SANTIAGO DEL ESTERO
3858;POZO HONDO;SANTIAGO DEL ESTERO
3858;POZUELOS;SANTIAGO DEL ESTERO
3858;TERMAS DE RIO HONDO;SANTIAGO DEL ESTERO
3858;VILLA RIO HONDO;SANTIAGO DEL ESTERO
3858;VINARA;SANTIAGO DEL ESTERO
3861;ARENALES;SANTIAGO DEL ESTERO
3861;BOBADAL;SANTIAGO DEL ESTERO
3861;EL MOJON;SANTIAGO DEL ESTERO
3861;NUEVA ESPERANZA;SANTIAGO DEL ESTERO
3861;POZO BETBEDER;SANTIAGO DEL ESTERO
3861;RAPELLI;SANTIAGO DEL ESTERO
3861;SANTO DOMINGO;SANTIAGO DEL ESTERO
3862;CHOROMORO;TUCUMAN
3862;GONZALO;TUCUMAN
3862;NORCO;TUCUMAN
3862;SAN PEDRO DE COLALAO;TUCUMAN
3862;TRANCAS;TUCUMAN
3863;ACHERAL;TUCUMAN
3863;FAMAILLA;TUCUMAN
3863;INDEPENDENCIA;TUCUMAN
3863;LEALES;TUCUMAN
3863;MONTEROS;TUCUMAN
3863;PUEBLO VIEJO;TUCUMAN
3863;RIO COLORADO;TUCUMAN
3863;RIO SECO;TUCUMAN
3863;SANTA LUCIA;TUCUMAN
3863;SANTA ROSA DE LEALES;TUCUMAN
3863;SIMOCA;TUCUMAN
3863;VILLA FIAD;TUCUMAN
3863;VILLA QUINTEROS;TUCUMAN
3865;AGUILARES;TUCUMAN
3865;ALPACHIRI;TUCUMAN
3865;ALTO VERDE;TUCUMAN
3865;ARCADIA;TUCUMAN
3865;COLONIA NUEVA TRINIDAD;TUCUMAN
3865;CONCEPCION;TUCUMAN
3865;ESCABA DE ABAJO;TUCUMAN
3865;JUAN BAUTISTA ALBERDI;TUCUMAN
3865;LA COCHA;TUCUMAN
3865;LA TRINIDAD;TUCUMAN
3865;LOS SARMIENTOS;TUCUMAN
3865;PUEBLO VIEJO;TUCUMAN
3865;SANTA ANA;TUCUMAN
3865;VILLA BELGRANO;TUCUMAN
3867;EL MOLLAR;TUCUMAN
3867;TAFI DEL VALLE;TUCUMAN
3868;ANGASTACO;SALTA
3868;ANIMAMA;SALTA
3868;CACHI;SALTA
3868;CAFAYATE;SALTA
3868;EL BARRIAL;SALTA
3868;FINCA PALERMO;SALTA
3868;LA PAYA;SALTA
3868;LURACATAO;SALTA
3868;MOLINOS;SALTA
3868;PAYOGASTA;SALTA
3868;SAN CARLOS;SALTA
